"timestamp","dataset","vintage","source","n_rows","note"
"2026-08-20T11:21:39-0400","bmf-master-geocoded","rolling@2026-08-20","nccsdata::nccs_read (rolling geocoded master)",73513,"WPF follow-up: WI universe with legacy NTEE code"
"2026-08-20T11:21:39-0400","crosswalk-county-fips","tiger-2023","s3://nccsdata/crosswalks/county-fips/county_fips_crosswalk.parquet",3635,""
"2026-08-20T11:21:39-0400","crosswalk-cbsa","tiger-2023","s3://nccsdata/crosswalks/cbsa/cbsa_crosswalk.parquet",3228,""
"2026-08-20T11:21:43-0400","crosswalk-ntee-resolved","current","s3://nccsdata/crosswalks/ntee-resolved/ntee_resolved_crosswalk.parquet",15902,"most-recent code, MSA EINs only"
"2026-08-20T11:25:39-0400","bmf-master-geocoded","rolling@2026-08-20","nccsdata::nccs_read (rolling geocoded master)",73513,"WPF follow-up: WI universe with legacy NTEE code"
"2026-08-20T11:25:43-0400","crosswalk-county-fips","tiger-2023","s3://nccsdata/crosswalks/county-fips/county_fips_crosswalk.parquet",3635,""
"2026-08-20T11:25:45-0400","crosswalk-cbsa","tiger-2023","s3://nccsdata/crosswalks/cbsa/cbsa_crosswalk.parquet",3228,""
"2026-08-20T11:25:50-0400","crosswalk-ntee-resolved","current","s3://nccsdata/crosswalks/ntee-resolved/ntee_resolved_crosswalk.parquet",15902,"most-recent code, MSA EINs only"
"2026-08-20T11:25:50-0400","core-merged","merged","core:merged",223025,"WPF follow-up, 990combined 1989"
"2026-08-20T11:25:50-0400","core-merged","merged","core:merged",291123,"WPF follow-up, 990combined 1990"
"2026-08-20T11:25:50-0400","core-merged","merged","core:merged",299750,"WPF follow-up, 990combined 1991"
"2026-08-20T11:25:50-0400","core-merged","merged","core:merged",297728,"WPF follow-up, 990combined 1992"
"2026-08-20T11:25:51-0400","core-merged","merged","core:merged",302861,"WPF follow-up, 990combined 1993"
"2026-08-20T11:25:51-0400","core-merged","merged","core:merged",307765,"WPF follow-up, 990combined 1994"
"2026-08-20T11:25:51-0400","core-merged","merged","core:merged",320012,"WPF follow-up, 990combined 1995"
"2026-08-20T11:25:51-0400","core-merged","merged","core:merged",321381,"WPF follow-up, 990combined 1996"
"2026-08-20T11:25:51-0400","core-merged","merged","core:merged",290430,"WPF follow-up, 990combined 1997"
"2026-08-20T11:25:51-0400","core-merged","merged","core:merged",315366,"WPF follow-up, 990combined 1998"
"2026-08-20T11:25:51-0400","core-merged","merged","core:merged",196033,"WPF follow-up, 990combined 1999"
"2026-08-20T11:25:52-0400","core-merged","merged","core:merged",317068,"WPF follow-up, 990combined 2000"
"2026-08-20T11:25:52-0400","core-merged","merged","core:merged",344176,"WPF follow-up, 990combined 2001"
"2026-08-20T11:25:52-0400","core-merged","merged","core:merged",349522,"WPF follow-up, 990combined 2002"
"2026-08-20T11:25:52-0400","core-merged","merged","core:merged",370550,"WPF follow-up, 990combined 2003"
"2026-08-20T11:25:52-0400","core-merged","merged","core:merged",382647,"WPF follow-up, 990combined 2004"
"2026-08-20T11:25:53-0400","core-merged","merged","core:merged",392895,"WPF follow-up, 990combined 2005"
"2026-08-20T11:25:53-0400","core-merged","merged","core:merged",404123,"WPF follow-up, 990combined 2006"
"2026-08-20T11:25:53-0400","core-merged","merged","core:merged",421002,"WPF follow-up, 990combined 2007"
"2026-08-20T11:25:53-0400","core-merged","merged","core:merged",422927,"WPF follow-up, 990combined 2008"
"2026-08-20T11:25:53-0400","core-merged","merged","core:merged",428116,"WPF follow-up, 990combined 2009"
"2026-08-20T11:25:53-0400","core-merged","merged","core:merged",428833,"WPF follow-up, 990combined 2010"
"2026-08-20T11:25:54-0400","core-merged","merged","core:merged",435780,"WPF follow-up, 990combined 2011"
"2026-08-20T11:25:54-0400","core-merged","merged","core:merged",510114,"WPF follow-up, 990combined 2012"
"2026-08-20T11:25:54-0400","core-merged","merged","core:merged",515522,"WPF follow-up, 990combined 2013"
"2026-08-20T11:25:54-0400","core-merged","merged","core:merged",516770,"WPF follow-up, 990combined 2014"
"2026-08-20T11:25:55-0400","core-merged","merged","core:merged",522716,"WPF follow-up, 990combined 2015"
"2026-08-20T11:25:55-0400","core-merged","merged","core:merged",524386,"WPF follow-up, 990combined 2016"
"2026-08-20T11:25:55-0400","core-merged","merged","core:merged",526299,"WPF follow-up, 990combined 2017"
"2026-08-20T11:25:55-0400","core-merged","merged","core:merged",528444,"WPF follow-up, 990combined 2018"
"2026-08-20T11:25:55-0400","core-merged","merged","core:merged",528576,"WPF follow-up, 990combined 2019"
"2026-08-20T11:25:56-0400","core-merged","merged","core:merged",523095,"WPF follow-up, 990combined 2020"
"2026-08-20T11:25:56-0400","core-merged","merged","core:merged",516871,"WPF follow-up, 990combined 2021"
"2026-08-20T11:25:56-0400","core-merged","merged","core:merged",525074,"WPF follow-up, 990combined 2022"
"2026-08-20T11:25:56-0400","core-merged","merged","core:merged",515769,"WPF follow-up, 990combined 2023"
"2026-08-20T11:25:58-0400","core-merged","merged","core:merged",32273,"WPF follow-up, 990pf 1989"
"2026-08-20T11:25:59-0400","core-merged","merged","core:merged",37932,"WPF follow-up, 990pf 1990"
"2026-08-20T11:26:00-0400","core-merged","merged","core:merged",39555,"WPF follow-up, 990pf 1991"
"2026-08-20T11:26:01-0400","core-merged","merged","core:merged",40230,"WPF follow-up, 990pf 1992"
"2026-08-20T11:26:01-0400","core-merged","merged","core:merged",10897,"WPF follow-up, 990pf 1993"
"2026-08-20T11:26:02-0400","core-merged","merged","core:merged",38602,"WPF follow-up, 990pf 1994"
"2026-08-20T11:26:03-0400","core-merged","merged","core:merged",45220,"WPF follow-up, 990pf 1995"
"2026-08-20T11:26:04-0400","core-merged","merged","core:merged",48165,"WPF follow-up, 990pf 1996"
"2026-08-20T11:26:05-0400","core-merged","merged","core:merged",52381,"WPF follow-up, 990pf 1997"
"2026-08-20T11:26:06-0400","core-merged","merged","core:merged",58651,"WPF follow-up, 990pf 1998"
"2026-08-20T11:26:08-0400","core-merged","merged","core:merged",57006,"WPF follow-up, 990pf 1999"
"2026-08-20T11:26:09-0400","core-merged","merged","core:merged",63244,"WPF follow-up, 990pf 2000"
"2026-08-20T11:26:12-0400","core-merged","merged","core:merged",64495,"WPF follow-up, 990pf 2001"
"2026-08-20T11:26:14-0400","core-merged","merged","core:merged",69205,"WPF follow-up, 990pf 2002"
"2026-08-20T11:26:16-0400","core-merged","merged","core:merged",73279,"WPF follow-up, 990pf 2003"
"2026-08-20T11:26:19-0400","core-merged","merged","core:merged",75460,"WPF follow-up, 990pf 2004"
"2026-08-20T11:26:20-0400","core-merged","merged","core:merged",79869,"WPF follow-up, 990pf 2005"
"2026-08-20T11:26:22-0400","core-merged","merged","core:merged",78776,"WPF follow-up, 990pf 2006"
"2026-08-20T11:26:24-0400","core-merged","merged","core:merged",81439,"WPF follow-up, 990pf 2007"
"2026-08-20T11:26:27-0400","core-merged","merged","core:merged",85009,"WPF follow-up, 990pf 2008"
"2026-08-20T11:26:30-0400","core-merged","merged","core:merged",90770,"WPF follow-up, 990pf 2009"
"2026-08-20T11:26:32-0400","core-merged","merged","core:merged",92160,"WPF follow-up, 990pf 2010"
"2026-08-20T11:26:35-0400","core-merged","merged","core:merged",88436,"WPF follow-up, 990pf 2011"
"2026-08-20T11:26:37-0400","core-merged","merged","core:merged",99718,"WPF follow-up, 990pf 2012"
"2026-08-20T11:26:40-0400","core-merged","merged","core:merged",100741,"WPF follow-up, 990pf 2013"
"2026-08-20T11:26:43-0400","core-merged","merged","core:merged",102784,"WPF follow-up, 990pf 2014"
"2026-08-20T11:26:45-0400","core-merged","merged","core:merged",101495,"WPF follow-up, 990pf 2015"
"2026-08-20T11:26:46-0400","core-merged","merged","core:merged",11951,"WPF follow-up, 990pf 2016"
"2026-08-20T11:26:46-0400","core-merged","merged","core:merged",665,"WPF follow-up, 990pf 2017"
"2026-08-20T11:26:47-0400","core-merged","merged","core:merged",3348,"WPF follow-up, 990pf 2018"
"2026-08-20T11:26:49-0400","core-merged","merged","core:merged",100358,"WPF follow-up, 990pf 2019"
"2026-08-20T11:26:52-0400","core-merged","merged","core:merged",111765,"WPF follow-up, 990pf 2020"
"2026-08-20T11:26:54-0400","core-merged","merged","core:merged",113804,"WPF follow-up, 990pf 2021"
"2026-08-20T11:26:58-0400","core-merged","merged","core:merged",116138,"WPF follow-up, 990pf 2022"
"2026-08-20T11:26:58-0400","core-merged","merged","core:merged",114199,"WPF follow-up, 990pf 2023"
"2026-08-20T11:27:46-0400","bmf-master-geocoded","rolling@2026-08-20","nccsdata::nccs_read (rolling geocoded master)",73513,"WPF follow-up: WI universe with legacy NTEE code"
"2026-08-20T11:27:47-0400","crosswalk-county-fips","tiger-2023","s3://nccsdata/crosswalks/county-fips/county_fips_crosswalk.parquet",3635,""
"2026-08-20T11:27:47-0400","crosswalk-cbsa","tiger-2023","s3://nccsdata/crosswalks/cbsa/cbsa_crosswalk.parquet",3228,""
"2026-08-20T11:27:50-0400","crosswalk-ntee-resolved","current","s3://nccsdata/crosswalks/ntee-resolved/ntee_resolved_crosswalk.parquet",15902,"most-recent code, MSA EINs only"
"2026-08-20T11:27:50-0400","core-merged","merged","core:merged",223025,"WPF follow-up, 990combined 1989"
"2026-08-20T11:27:50-0400","core-merged","merged","core:merged",291123,"WPF follow-up, 990combined 1990"
"2026-08-20T11:27:51-0400","core-merged","merged","core:merged",299750,"WPF follow-up, 990combined 1991"
"2026-08-20T11:27:51-0400","core-merged","merged","core:merged",297728,"WPF follow-up, 990combined 1992"
"2026-08-20T11:27:51-0400","core-merged","merged","core:merged",302861,"WPF follow-up, 990combined 1993"
"2026-08-20T11:27:51-0400","core-merged","merged","core:merged",307765,"WPF follow-up, 990combined 1994"
"2026-08-20T11:27:51-0400","core-merged","merged","core:merged",320012,"WPF follow-up, 990combined 1995"
"2026-08-20T11:27:51-0400","core-merged","merged","core:merged",321381,"WPF follow-up, 990combined 1996"
"2026-08-20T11:27:52-0400","core-merged","merged","core:merged",290430,"WPF follow-up, 990combined 1997"
"2026-08-20T11:27:52-0400","core-merged","merged","core:merged",315366,"WPF follow-up, 990combined 1998"
"2026-08-20T11:27:52-0400","core-merged","merged","core:merged",196033,"WPF follow-up, 990combined 1999"
"2026-08-20T11:27:52-0400","core-merged","merged","core:merged",317068,"WPF follow-up, 990combined 2000"
"2026-08-20T11:27:52-0400","core-merged","merged","core:merged",344176,"WPF follow-up, 990combined 2001"
"2026-08-20T11:27:52-0400","core-merged","merged","core:merged",349522,"WPF follow-up, 990combined 2002"
"2026-08-20T11:27:52-0400","core-merged","merged","core:merged",370550,"WPF follow-up, 990combined 2003"
"2026-08-20T11:27:53-0400","core-merged","merged","core:merged",382647,"WPF follow-up, 990combined 2004"
"2026-08-20T11:27:53-0400","core-merged","merged","core:merged",392895,"WPF follow-up, 990combined 2005"
"2026-08-20T11:27:53-0400","core-merged","merged","core:merged",404123,"WPF follow-up, 990combined 2006"
"2026-08-20T11:27:53-0400","core-merged","merged","core:merged",421002,"WPF follow-up, 990combined 2007"
"2026-08-20T11:27:54-0400","core-merged","merged","core:merged",422927,"WPF follow-up, 990combined 2008"
"2026-08-20T11:27:54-0400","core-merged","merged","core:merged",428116,"WPF follow-up, 990combined 2009"
"2026-08-20T11:27:54-0400","core-merged","merged","core:merged",428833,"WPF follow-up, 990combined 2010"
"2026-08-20T11:27:54-0400","core-merged","merged","core:merged",435780,"WPF follow-up, 990combined 2011"
"2026-08-20T11:27:54-0400","core-merged","merged","core:merged",510114,"WPF follow-up, 990combined 2012"
"2026-08-20T11:27:55-0400","core-merged","merged","core:merged",515522,"WPF follow-up, 990combined 2013"
"2026-08-20T11:27:55-0400","core-merged","merged","core:merged",516770,"WPF follow-up, 990combined 2014"
"2026-08-20T11:27:55-0400","core-merged","merged","core:merged",522716,"WPF follow-up, 990combined 2015"
"2026-08-20T11:27:55-0400","core-merged","merged","core:merged",524386,"WPF follow-up, 990combined 2016"
"2026-08-20T11:27:55-0400","core-merged","merged","core:merged",526299,"WPF follow-up, 990combined 2017"
"2026-08-20T11:27:56-0400","core-merged","merged","core:merged",528444,"WPF follow-up, 990combined 2018"
"2026-08-20T11:27:56-0400","core-merged","merged","core:merged",528576,"WPF follow-up, 990combined 2019"
"2026-08-20T11:27:56-0400","core-merged","merged","core:merged",523095,"WPF follow-up, 990combined 2020"
"2026-08-20T11:27:56-0400","core-merged","merged","core:merged",516871,"WPF follow-up, 990combined 2021"
"2026-08-20T11:27:56-0400","core-merged","merged","core:merged",525074,"WPF follow-up, 990combined 2022"
"2026-08-20T11:27:57-0400","core-merged","merged","core:merged",515769,"WPF follow-up, 990combined 2023"
"2026-08-20T11:27:57-0400","core-merged","merged","core:merged",32273,"WPF follow-up, 990pf 1989"
"2026-08-20T11:27:57-0400","core-merged","merged","core:merged",37932,"WPF follow-up, 990pf 1990"
"2026-08-20T11:27:57-0400","core-merged","merged","core:merged",39555,"WPF follow-up, 990pf 1991"
"2026-08-20T11:27:57-0400","core-merged","merged","core:merged",40230,"WPF follow-up, 990pf 1992"
"2026-08-20T11:27:57-0400","core-merged","merged","core:merged",10897,"WPF follow-up, 990pf 1993"
"2026-08-20T11:27:57-0400","core-merged","merged","core:merged",38602,"WPF follow-up, 990pf 1994"
"2026-08-20T11:27:57-0400","core-merged","merged","core:merged",45220,"WPF follow-up, 990pf 1995"
"2026-08-20T11:27:57-0400","core-merged","merged","core:merged",48165,"WPF follow-up, 990pf 1996"
"2026-08-20T11:27:57-0400","core-merged","merged","core:merged",52381,"WPF follow-up, 990pf 1997"
"2026-08-20T11:27:57-0400","core-merged","merged","core:merged",58651,"WPF follow-up, 990pf 1998"
"2026-08-20T11:27:57-0400","core-merged","merged","core:merged",57006,"WPF follow-up, 990pf 1999"
"2026-08-20T11:27:57-0400","core-merged","merged","core:merged",63244,"WPF follow-up, 990pf 2000"
"2026-08-20T11:27:57-0400","core-merged","merged","core:merged",64495,"WPF follow-up, 990pf 2001"
"2026-08-20T11:27:57-0400","core-merged","merged","core:merged",69205,"WPF follow-up, 990pf 2002"
"2026-08-20T11:27:57-0400","core-merged","merged","core:merged",73279,"WPF follow-up, 990pf 2003"
"2026-08-20T11:27:57-0400","core-merged","merged","core:merged",75460,"WPF follow-up, 990pf 2004"
"2026-08-20T11:27:57-0400","core-merged","merged","core:merged",79869,"WPF follow-up, 990pf 2005"
"2026-08-20T11:27:57-0400","core-merged","merged","core:merged",78776,"WPF follow-up, 990pf 2006"
"2026-08-20T11:27:57-0400","core-merged","merged","core:merged",81439,"WPF follow-up, 990pf 2007"
"2026-08-20T11:27:57-0400","core-merged","merged","core:merged",85009,"WPF follow-up, 990pf 2008"
"2026-08-20T11:27:57-0400","core-merged","merged","core:merged",90770,"WPF follow-up, 990pf 2009"
"2026-08-20T11:27:57-0400","core-merged","merged","core:merged",92160,"WPF follow-up, 990pf 2010"
"2026-08-20T11:27:57-0400","core-merged","merged","core:merged",88436,"WPF follow-up, 990pf 2011"
"2026-08-20T11:27:57-0400","core-merged","merged","core:merged",99718,"WPF follow-up, 990pf 2012"
"2026-08-20T11:27:58-0400","core-merged","merged","core:merged",100741,"WPF follow-up, 990pf 2013"
"2026-08-20T11:27:58-0400","core-merged","merged","core:merged",102784,"WPF follow-up, 990pf 2014"
"2026-08-20T11:27:58-0400","core-merged","merged","core:merged",101495,"WPF follow-up, 990pf 2015"
"2026-08-20T11:27:58-0400","core-merged","merged","core:merged",11951,"WPF follow-up, 990pf 2016"
"2026-08-20T11:27:58-0400","core-merged","merged","core:merged",665,"WPF follow-up, 990pf 2017"
"2026-08-20T11:27:58-0400","core-merged","merged","core:merged",3348,"WPF follow-up, 990pf 2018"
"2026-08-20T11:27:58-0400","core-merged","merged","core:merged",100358,"WPF follow-up, 990pf 2019"
"2026-08-20T11:27:58-0400","core-merged","merged","core:merged",111765,"WPF follow-up, 990pf 2020"
"2026-08-20T11:27:58-0400","core-merged","merged","core:merged",113804,"WPF follow-up, 990pf 2021"
"2026-08-20T11:27:58-0400","core-merged","merged","core:merged",116138,"WPF follow-up, 990pf 2022"
"2026-08-20T11:27:58-0400","core-merged","merged","core:merged",114199,"WPF follow-up, 990pf 2023"
